name,iso_country,icao_code,municipality,iata_code,coordinates
Francisco Carle Airport,PE,SPJJ,Jauja,JAU,"-75.47339630130001, -11.7831001282"
Inca Manco Capac International Airport,PE,SPJL,Juliaca,JUL,"-70.158203125, -15.467100143432617"
Mayor General FAP Armando Revoredo Iglesias Airport,PE,SPJR,Cajamarca,CJA,"-78.4894027709961, -7.1391801834106445"
Ilo Airport,PE,SPLO,Ilo,ILQ,"-71.34400177001953, -17.69499969482422"
Capitan FAP Pedro Canga Rodriguez Airport,PE,SPME,Tumbes,TBP,"-80.38140106201172, -3.55253005027771"
Moises Benzaquen Rengifo Airport,PE,SPMS,Yurimaguas,YMS,"-76.11820220947266, -5.893770217895508"
Alferez Fap David Figueroa Fernandini Airport,PE,SPNC,Hu����nuco,HUU,"-76.20480346679688, -9.878809928894043"
Chachapoyas Airport,PE,SPPY,Chachapoyas,CHH,"-77.8561019897461, -6.201809883117676"
Coronel FAP Francisco Secada Vignetta International Airport,PE,SPQT,Iquitos,IQT,"-73.30879974365234, -3.7847399711608887"
Rodr����guez Ball����n International Airport,PE,SPQU,Arequipa,AQP,"-71.5830993652, -16.3411006927"
Capitan FAP Carlos Martinez De Pinillos International Airport,PE,SPRU,Trujillo,TRU,"-79.10880279541016, -8.08141040802002"
Capit����n FAP Ren����n El����as Olivera International Airport,PE,SPSO,Pisco,PIO,"-76.22029876708984, -13.74489974975586"
Cadete FAP Guillermo Del Castillo Paredes Airport,PE,SPST,Tarapoto,TPP,"-76.37319946289062, -6.508739948272705"
Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,SPTN,Tacna,TCQ,"-70.2758026123, -18.053300857500002"
Padre Aldamiz International Airport,PE,SPTU,Puerto Maldonado,PEM,"-69.2285995483, -12.6135997772"
Capit����n FAP Guillermo Concha Iberico International Airport,PE,SPUR,Piura,PIU,"-80.61640167239999, -5.20574998856"
Capitan Montes Airport,PE,SPYL,Talara,TYL,"-81.254096984863, -4.5766401290894"
Maria Reiche Neuman Airport,PE,SPZA,Nazca,NZC,"-74.9615020752, -14.854000091600001"
Alejandro Velasco Astete International Airport,PE,SPZO,Cusco,CUZ,"-71.9387969971, -13.535699844400002"
Shangrao Sanqingshan Airport,CN,ZSSR,Shangrao,SQD,"117.9643, 28.3797"
Shaxian Airport,CN,ZSSM,Sanming,SQJ,"117.8336, 26.4263"
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,SBPG,Ponta Grossa,PGZ,"-50.1441, -25.1847"
Santa Bernardina International Airport,UY,SUDU,Durazno,DZO,"-56.49919891357422, -33.3588981628418"
Capitan Corbeta CA Curbelo International Airport,UY,SULS,Punta del Este,PDP,"-55.09429931640625, -34.855098724365234"
Carrasco International /General C L Berisso Airport,UY,SUMU,Montevideo,MVD,"-56.0308, -34.838402"
Nueva Hesperides International Airport,UY,SUSO,Salto,STY,"-57.98529815673828, -31.438499450683594"
Oswaldo Guevara Mujica Airport,VE,SVAC,Acarigua,AGV,"-69.23786926269531, 9.553375244140625"
Anaco Airport,VE,SVAN,Anaco,AAO,"-64.4707260131836, 9.430225372314453"
General Jos���� Antonio Anzoategui International Airport,VE,SVBC,Barcelona,BLA,"-64.692222, 10.111111"
Barinas Airport,VE,SVBI,Barinas,BNS,"-70.21416667, 8.615"
Barquisimeto International Airport,VE,SVBM,Barquisimeto,BRM,"-69.3586196899414, 10.042746543884277"
Escuela Mariscal Sucre Airport,VE,SVBS,Maracay,MYC,"-67.64942169189453, 10.249978065490723"
Calabozo Airport,VE,SVCL,Guarico,CLZ,"-67.4170913696289, 8.92465591430664"
Canaima Airport,VE,SVCN,Canaima,CAJ,"-62.85443115234375, 6.231988906860352"
Carora Airport,VE,SVCO,Carora,VCR,"-70.06521606445312, 10.175602912902832"
General Francisco Berm����dez Airport,VE,SVCP,Car����pano,CUP,"-63.261680603027344, 10.660014152526855"
Jos���� Leonardo Chirinos Airport,VE,SVCR,Coro,CZE,"-69.68090057373047, 11.41494369506836"
El Dorado Airport,VE,SVED,Bolivar,EOR,"-61.58333206176758, 6.733333110809326"
Guanare Airport,VE,SVGU,Guanare,GUQ,"-69.7551498413086, 9.026944160461426"
Josefa Camejo International Airport,VE,SVJC,Paraguan����,LSP,"-70.15149688720703, 11.78077507019043"
La Chinita International Airport,VE,SVMC,Maracaibo,MAR,"-71.7278594971, 10.5582084656"
Alberto Carnevalli Airport,VE,SVMD,M����rida,MRD,"-71.161041, 8.582078"
Del Caribe Santiago Mari����o International Airport,VE,SVMG,Isla Margarita,PMV,"-63.96659851074219, 10.912603378295898"
Sim����n Bol����var International Airport,VE,SVMI,Caracas,CCS,"-66.991222, 10.601194"
Cacique Aramare Airport,VE,SVPA,Puerto Ayacucho,PYH,"-67.606101989746, 5.6199898719788"
General Manuel Carlos Piar International Airport,VE,SVPR,Puerto Ordaz-Ciudad Guayana,PZO,"-62.760398864746094, 8.288530349731445"
Palmarito Airport,VE,SVPT,Palmarito,PTM,"-70.18329620361328, 7.566669940948486"
Mayor Buenaventura Vivas International Airport,VE,SVSO,Santo Domingo,STD,"-72.035103, 7.56538"
Sub Teniente Nestor Arias Airport,VE,SVSP,San Felipe,SNF,"-68.755203, 10.2787"
San Fernando De Apure Airport,VE,SVSR,Inglaterra,SFD,"-67.44400024414062, 7.883319854736328"
San Tom���� Airport,VE,SVST,El Tigre,SOM,"-64.151084899902, 8.9451465606689"
Tucupita Airport,VE,SVTC,Tucupita,TUV,"-62.094173431396484, 9.088994026184082"
Arturo Michelena International Airport,VE,SVVA,Valencia,VLN,"-67.92839813232422, 10.14973258972168"
Juan Pablo P����rez Alfonso Airport,VE,SVVG,El Vig����a,VIG,"-71.672668, 8.624139"
Dr. Antonio Nicol����s Brice����o Airport,VE,SVVL,Valera,VLV,"-70.58406066894531, 9.34047794342041"
Aragua����na Airport,BR,SWGN,Aragua����na,AUX,"-48.240501, -7.22787"
Cheddi Jagan International Airport,GY,SYCJ,Georgetown,GEO,"-58.25410079956055, 6.498549938201904"
Eugene F. Correira International Airport,GY,SYEC,Ogle,OGL,"-58.1059, 6.80628"
Lethem Airport,GY,SYLT,Lethem,LTM,"-59.789398, 3.37276"
V.C. Bird International Airport,AG,TAPA,St. John's,ANU,"-61.792702, 17.1367"
Grantley Adams International Airport,BB,TBPB,Bridgetown,BGI,"-59.4925, 13.0746"
Canefield Airport,DM,TDCF,Canefield,DCF,"-61.3922004699707, 15.336700439453125"
Douglas-Charles Airport,DM,TDPD,Marigot,DOM,"-61.299999, 15.547"
Martinique Aim���� C����saire International Airport,MQ,TFFF,Fort-de-France,FDF,"-61.00320053100586, 14.590999603271484"
L'Esp����rance Airport,MF,TFFG,Grand Case,SFG,"-63.047199, 18.099899"
Gustaf III Airport,BL,TFFJ,Gustavia,SBH,"-62.84360122680664, 17.904399871826172"
Les Bases Airport,GP,TFFM,Grand Bourg,GBJ,"-61.27000045776367, 15.86870002746582"
Pointe-����-Pitre Le Raizet,GP,TFFR,Pointe-����-Pitre,PTP,"-61.531799, 16.265301"
Point Salines International Airport,GD,TGPY,Saint George's,GND,"-61.78620147705078, 12.004199981689453"
Cyril E. King Airport,VI,TIST,"Charlotte Amalie, Harry S. Truman Airport",STT,"-64.97339630126953, 18.337299346923828"
Henry E Rohlsen Airport,VI,TISX,Christiansted,STX,"-64.79859924316406, 17.701900482177734"
Antonio Nery Juarbe Pol Airport,PR,TJAB,Arecibo,ARE,"-66.6753005981, 18.4500007629"
Rafael Hernandez Airport,PR,TJBQ,Aguadilla,BQN,"-67.12940216064453, 18.49489974975586"
Diego Jimenez Torres Airport,PR,TJFA,Fajardo,FAJ,"-65.66190338134766, 18.308900833129883"
Fernando Luis Ribas Dominicci Airport,PR,TJIG,San Juan,SIG,"-66.09809875488281, 18.45680046081543"
Eugenio Maria De Hostos Airport,PR,TJMZ,Mayaguez,MAZ,"-67.14849853515625, 18.255699157714844"
Mercedita Airport,PR,TJPS,Ponce,PSE,"-66.56300354003906, 18.00830078125"
Luis Munoz Marin International Airport,PR,TJSJ,San Juan,SJU,"-66.0018005371, 18.4393997192"
Robert L. Bradshaw International Airport,KN,TKPK,Basseterre,SKB,"-62.71870040893555, 17.311199188232422"
Vance W. Amory International Airport,KN,TKPN,Charlestown,NEV,"-62.589900970458984, 17.205699920654297"
George F. L. Charles Airport,LC,TLPC,Castries,SLU,"-60.992901, 14.0202"
Hewanorra International Airport,LC,TLPL,Vieux Fort,UVF,"-60.952599, 13.7332"
Enfidha - Hammamet International Airport,TN,DTNH,Enfidha,NBE,"10.438611, 36.075833"
Queen Beatrix International Airport,AW,TNCA,Oranjestad,AUA,"-70.015198, 12.5014"
Flamingo International Airport,BQ,TNCB,Kralendijk,BON,"-68.26850128173828, 12.130999565124512"
Hato International Airport,CW,TNCC,Willemstad,CUR,"-68.959801, 12.1889"
F. D. Roosevelt Airport,BQ,TNCE,Sint Eustatius,EUX,"-62.979400634765625, 17.49650001525879"
Princess Juliana International Airport,SX,TNCM,Saint Martin,SXM,"-63.1088981628, 18.041000366200002"
Jumandy Airport,EC,SEJD,Tena,TNW,"-77.583333, -1.059722"
Clayton J Lloyd International Airport,AI,TQPF,The Valley,AXA,"-63.055099, 18.2048"
I����d����r Airport,TR,LTCT,I����d����r,IGD,"43.8766479492, 39.9766273499"
John A. Osborne Airport,MS,TRPG,Gerald's Park,MNI,"-62.19329833984375, 16.791400909423828"
Tobago-Crown Point Airport,TT,TTCP,Scarborough,TAB,"-60.83219909667969, 11.149700164794922"
Piarco International Airport,TT,TTPP,Port of Spain,POS,"-61.33720016479492, 10.595399856567383"
Terrance B. Lettsome International Airport,VG,TUPJ,Road Town,EIS,"-64.54299926757812, 18.444799423217773"
Argyle International Airport,VC,TVSA,Kingstown,SVD,"-61.149945, 13.156695"
J F Mitchell Airport,VC,TVSB,Bequia,BQU,"-61.2620010376, 12.9884004593"
Canouan Airport,VC,TVSC,Canouan,CIW,"-61.3424, 12.699"
Mustique Airport,VC,TVSM,Mustique Island,MQS,"-61.180198669433594, 12.887900352478027"
Union Island International Airport,VC,TVSU,Union Island,UNI,"-61.41194534301758, 12.60013484954834"
L.F. Wade International International Airport,BM,TXKF,Hamilton,BDA,"-64.67870330810547, 32.36399841308594"
Almaty Airport,KZ,UAAA,Almaty,ALA,"77.04049682617188, 43.35210037231445"
Balkhash Airport,KZ,UAAH,Balkhash,BXH,"75.00499725341797, 46.8932991027832"
Astana International Airport,KZ,UACC,Astana,TSE,"71.46690368652344, 51.02220153808594"
Kokshetau Airport,KZ,UACK,Kokshetau,KOV,"69.594597, 53.329102"
Petropavlosk South Airport,KZ,UACP,Petropavlosk,PPK,"69.18389892578125, 54.77470016479492"
Taraz Airport,KZ,UADD,Taraz,DMB,"71.30359649658203, 42.853599548339844"
Issyk-Kul International Airport,KG,UCFL,Tamchy,IKU,"76.713046, 42.58792"
Manas International Airport,KG,UCFM,Bishkek,FRU,"74.4776000977, 43.0612983704"
Osh Airport,KG,UCFO,Osh,OSS,"72.793296814, 40.6090011597"
Shymkent Airport,KZ,UAII,Shymkent,CIT,"69.47889709472656, 42.364200592041016"
Zhezkazgan Airport,KZ,UAKD,Zhezkazgan,DZN,"67.733299, 47.708302"
Sary-Arka Airport,KZ,UAKK,Karaganda,KGF,"73.33439636230469, 49.670799255371094"
Uralsk Airport,KZ,UARR,Uralsk,URA,"51.54309844970703, 51.15079879760742"
Ekibastuz Airport,KZ,UASB,Ekibastuz,EKB,"75.21499633789062, 51.590999603271484"
Ust-Kamennogorsk Airport,KZ,UASK,Ust Kamenogorsk,UKK,"82.49420166015625, 50.036598205566406"
Pavlodar Airport,KZ,UASP,Pavlodar,PWQ,"77.07389831542969, 52.19499969482422"
Semipalatinsk Airport,KZ,UASS,Semey,PLX,"80.234398, 50.351295"
Aktau Airport,KZ,UATE,Aktau,SCO,"51.091999, 43.8601"
Atyrau Airport,KZ,UATG,Atyrau,GUW,"51.8213996887207, 47.12189865112305"
Aktobe Airport,KZ,UATT,Aktyubinsk,AKX,"57.206699, 50.2458"
Kostanay West Airport,KZ,UAUU,Kostanay,KSN,"63.55030059814453, 53.20690155029297"
Heydar Aliyev International Airport,AZ,UBBB,Baku,GYD,"50.04669952392578, 40.467498779296875"
Ganja International Airport,AZ,UBBG,Ganja,KVD,"46.3176, 40.737701"
Nakhchivan Airport,AZ,UBBN,Nakhchivan,NAJ,"45.45840072631836, 39.18880081176758"
Gabala International Airport,AZ,UBBQ,Gabala,GBB,"47.7125, 40.826667"
Gyumri Shirak Airport,AM,UDSG,Gyumri,LWN,"43.859298706100006, 40.7504005432"
Zvartnots International Airport,AM,UDYZ,Yerevan,EVN,"44.3959007263, 40.1473007202"
Yakutsk Airport,RU,UEEE,Yakutsk,YKS,"129.77099609375, 62.093299865722656"
Chulman Airport,RU,UELL,Neryungri,NER,"124.91400146484, 56.913898468018"
Moma Airport,RU,UEMA,Khonuu,MQJ,"143.261551, 66.450861"
Magan Airport,RU,UEMM,Magan,GYG,"129.545288, 62.103484"
Olyokminsk Airport,RU,UEMO,Olyokminsk,OLZ,"120.471001, 60.397499"
Ust-Nera Airport,RU,UEMT,Ust-Nera,USR,"143.11500549316, 64.550003051758"
Vilyuisk Airport,RU,UENW,Vilyuisk,VYI,"121.69333648682, 63.75666809082"
Lensk Airport,RU,UERL,Lensk,ULK,"114.825996399, 60.7206001282"
Polyarny Airport,RU,UERP,Yakutia,PYJ,"112.029998779, 66.4003982544"
Mirny Airport,RU,UERR,Mirny,MJZ,"114.03900146484375, 62.534698486328125"
Saskylakh Airport,RU,UERS,Saskylakh,SYS,"114.08000183105, 71.92790222168"
Belaya Gora Airport,RU,UESG,Belaya Gora,BGN,"146.231506, 68.556602"
Srednekolymsk Airport,RU,UESK,Srednekolymsk,SEK,"153.7364, 67.4805"
Chokurdakh Airport,RU,UESO,Chokurdah,CKH,"147.90199279785156, 70.62310028076172"
Cherskiy Airport,RU,UESS,Cherskiy,CYX,"161.33799743652344, 68.7406005859375"
Tiksi Airport,RU,UEST,Tiksi,IKS,"128.90299987793, 71.697700500488"
Zyryanka Airport,RU,UESU,Zyryanka,ZKP,"150.8889, 65.7485"
Kopitnari Airport,GE,UGKO,Kutaisi,KUT,"42.4826011658, 42.176700592"
Batumi International Airport,GE,UGSB,Batumi,BUS,"41.5997009277, 41.6102981567"
Sukhumi Dranda Airport,GE,UGSS,Sukhumi,SUI,"41.128101348899996, 42.8582000732"
Tbilisi International Airport,GE,UGTB,Tbilisi,TBS,"44.95470047, 41.6692008972"
Ignatyevo Airport,RU,UHBB,Blagoveschensk,BQS,"127.41200256347656, 50.42539978027344"
Khabarovsk-Novy Airport,RU,UHHH,Khabarovsk,KHV,"135.18800354004, 48.52799987793"
Komsomolsk-on-Amur Airport,RU,UHKK,Komsomolsk-on-Amur,KXK,"136.9340057373047, 50.409000396728516"
Maygatka Airport.,RU,UHKM,Sovetskaya Gavan,GVN,"140.033996582, 48.926998138399995"
Ugolny Airport,RU,UHMA,Anadyr,DYR,"177.740997, 64.734902"
Provideniya Bay Airport,RU,UHMD,Chukotka,PVS,"-173.2429962158203, 64.37809753417969"
Keperveem Airport,RU,UHMK,Keperveem,KPW,"166.139999, 67.845001"
Sokol Airport,RU,UHMM,Magadan,GDX,"150.72000122070312, 59.9109992980957"
Pevek Airport,RU,UHMP,Pevek,PWE,"170.59700012207, 69.783302307129"
Nikolayevsk-na-Amure Airport,RU,UHNN,Nikolayevsk-na-Amure Airport,NLI,"140.649994, 53.154999"
Okhotsk Airport,RU,UHOO,Okhotsk,OHO,"143.05650329589844, 59.410064697265625"
Yelizovo Airport,RU,UHPP,Petropavlovsk-Kamchatsky,PKC,"158.45399475097656, 53.16790008544922"
Yuzhno-Sakhalinsk Airport,RU,UHSS,Yuzhno-Sakhalinsk,UUS,"142.71800231933594, 46.88869857788086"
Vladivostok International Airport,RU,UHWW,Vladivostok,VVO,"132.1479949951172, 43.39899826049805"
Chita-Kadala Airport,RU,UIAA,Chita,HTA,"113.306, 52.026299"
Bratsk Airport,RU,UIBB,Bratsk,BTK,"101.697998046875, 56.370601654052734"
Irkutsk Airport,RU,UIII,Irkutsk,IKT,"104.38899993896, 52.268001556396"
Ust-Kut Airport,RU,UITT,Ust-Kut,UKX,"105.7300033569336, 56.8567008972168"
Ulan-Ude Airport (Mukhino),RU,UIUU,Ulan Ude,UUD,"107.43800354003906, 51.80780029296875"
Boryspil International Airport,UA,UKBB,Kiev,KBP,"30.894699096679688, 50.345001220703125"
Mariupol International Airport,UA,UKCM,Mariupol,MPW,"37.44960021972656, 47.07609939575195"
Luhansk International Airport,UA,UKCW,Luhansk,VSG,"39.3740997314, 48.4174003601"
Dnipropetrovsk International Airport,UA,UKDD,Dnipropetrovsk,DNK,"35.10060119628906, 48.357200622558594"
Zaporizhzhia International Airport,UA,UKDE,Zaporizhia,OZH,"35.31570053100586, 47.867000579833984"
Kryvyi Rih International Airport,UA,UKDR,Kryvyi Rih,KWG,"33.209999084472656, 48.04330062866211"
Belbek Airport,UA,UKFB,Sevastopol,UKS,"33.570999145500004, 44.688999176"
Kharkiv International Airport,UA,UKHH,Kharkiv,HRK,"36.290000915527344, 49.924800872802734"
Cherkasy International Airport,UA,UKKE,Cherkasy,CKC,"31.99530029296875, 49.41559982299805"
Kiev Zhuliany International Airport,UA,UKKK,Kiev,IEV,"30.45194, 50.40194"
Gostomel Airport,UA,UKKM,Kiev,GML,"30.1919002532959, 50.60350036621094"
Khmelnytskyi Airport,UA,UKLH,Khmelnytskyi,HMJ,"26.933399, 49.359699"
Ivano-Frankivsk International Airport,UA,UKLI,Ivano-Frankivsk,IFO,"24.686100006103516, 48.88420104980469"
Lviv International Airport,UA,UKLL,Lviv,LWO,"23.956100463867188, 49.8125"
Chernivtsi International Airport,UA,UKLN,Chernivtsi,CWC,"25.98080062866211, 48.259300231933594"
Rivne International Airport,UA,UKLR,Rivne,RWN,"26.141599655151367, 50.60710144042969"
Uzhhorod International Airport,UA,UKLU,Uzhhorod,UDJ,"22.263399124145508, 48.634300231933594"
Mykolaiv International Airport,UA,UKON,Nikolayev,NLV,"31.9197998046875, 47.057899475097656"
Odessa International Airport,UA,UKOO,Odessa,ODS,"30.67650032043457, 46.42679977416992"
Talagi Airport,RU,ULAA,Archangelsk,ARH,"40.71670150756836, 64.60030364990234"
Naryan Mar Airport,RU,ULAM,Naryan Mar,NNM,"53.12189865112305, 67.63999938964844"
Cherepovets Airport,RU,ULWC,Cherepovets,CEE,"38.015800476100004, 59.273601532"
Amderma Airport,RU,ULDD,Amderma,AMV,"61.556400299072266, 69.76329803466797"
Majeed Bin Abdulaziz Airport,SA,OEAO,Al Ula,ULH,"38.1288888889, 26.48"
Kotlas Airport,RU,ULKK,Kotlas,KSZ,"46.6974983215332, 61.235801696777344"
Pulkovo Airport,RU,ULLI,St. Petersburg,LED,"30.262500762939453, 59.80030059814453"
Murmansk Airport,RU,ULMM,Murmansk,MMK,"32.75080108642578, 68.78170013427734"
Velikiye Luki Airport,RU,ULOL,Velikiye Luki,VLU,"30.60810089111328, 56.381099700927734"
Pskov Airport,RU,ULOO,Pskov,PKV,"28.395599365234375, 57.78390121459961"
Petrozavodsk Airport,RU,ULPB,Petrozavodsk,PES,"34.154701232910156, 61.88520050048828"
Vologda Airport,RU,ULWW,Vologda,VGD,"39.944400787353516, 59.282501220703125"
Brest Airport,BY,UMBB,Brest,BQT,"23.8981, 52.108299"
Gomel Airport,BY,UMGG,Gomel,GME,"31.016700744628906, 52.527000427246094"
Vitebsk Vostochny Airport,BY,UMII,Vitebsk,VTB,"30.349599838257, 55.126499176025"
Khrabrovo Airport,RU,UMKK,Kaliningrad,KGD,"20.592599868774414, 54.88999938964844"
Hrodna Airport,BY,UMMG,Hrodna,GNA,"24.053800582885742, 53.60200119018555"
Minsk National Airport,BY,UMMS,Minsk,MSQ,"28.030700683594, 53.882499694824"
Mogilev Airport,BY,UMOO,Mogilev,MVQ,"30.09510040283203, 53.954898834228516"
Abakan Airport,RU,UNAA,Abakan,ABA,"91.38500213623047, 53.7400016784668"
Barnaul Airport,RU,UNBB,Barnaul,BAX,"83.53849792480469, 53.363800048828125"
Gorno-Altaysk Airport,RU,UNBG,Gorno-Altaysk,RGK,"85.8332977295, 51.9667015076"
Kemerovo Airport,RU,UNEE,Kemerovo,KEJ,"86.1072006225586, 55.27009963989258"
Yeniseysk Airport,RU,UNII,Yeniseysk,EIE,"92.11250305175781, 58.47420120239258"
Podkamennaya Tunguska Airport,RU,UNIP,Bor,TGP,"89.994003, 61.589699"
Yemelyanovo Airport,RU,UNKL,Krasnoyarsk,KJA,"92.493301, 56.172901"
Achinsk Airport,RU,UNKS,Achinsk,ACS,"90.57080078125, 56.2682991027832"
Kyzyl Airport,RU,UNKY,Kyzyl,KYZ,"94.40059661865234, 51.66939926147461"
Tolmachevo Airport,RU,UNNT,Novosibirsk,OVB,"82.650703430176, 55.012599945068"
Omsk Central Airport,RU,UNOO,Omsk,OMS,"73.31050109863281, 54.96699905395508"
Strezhevoy Airport,RU,UNSS,Strezhevoy,SWT,"77.66000366210001, 60.709400177"
Bogashevo Airport,RU,UNTT,Tomsk,TOF,"85.208297729492, 56.380298614502"
Spichenkovo Airport,RU,UNWW,Novokuznetsk,NOZ,"86.877197, 53.811401"
Dikson Airport,RU,UODD,Dikson,DKS,"80.37966918945312, 73.51780700683594"
Khatanga Airport,RU,UOHH,Khatanga,HTG,"102.49099731445312, 71.97810363769531"
Igarka Airport,RU,UOII,Igarka,IAA,"86.62190246582031, 67.43720245361328"
Norilsk-Alykel Airport,RU,UOOO,Norilsk,NSK,"87.33219909667969, 69.31109619140625"
Anapa Vityazevo Airport,RU,URKA,Anapa,AAQ,"37.347301483154, 45.002101898193"
Yeysk Airport,RU,URKE,Yeysk,EIK,"38.21, 46.68"
Gelendzhik Airport,RU,URKG,Gelendzhik,GDZ,"38.0124807358, 44.5820926295"
Krasnodar Pashkovsky International Airport,RU,URKK,Krasnodar,KRR,"39.170501708984, 45.034698486328"
Uytash Airport,RU,URML,Makhachkala,MCX,"47.65230178833008, 42.81679916381836"
Mineralnyye Vody Airport,RU,URMM,Mineralnyye Vody,MRV,"43.08190155029297, 44.225101470947266"
Nalchik Airport,RU,URMN,Nalchik,NAL,"43.636600494384766, 43.512901306152344"
Beslan Airport,RU,URMO,Beslan,OGZ,"44.6066017151, 43.2051010132"
Magas Airport,RU,URMS,Magas,IGT,"45.0125999451, 43.322299957300004"
Stavropol Shpakovskoye Airport,RU,URMT,Stavropol,STW,"42.11280059814453, 45.10919952392578"
Platov International Airport,RU,URRP,Rostov-on-Don,ROV,"39.924722, 47.493888"
Taganrog Yuzhny Airport,RU,URRT,Taganrog,TGK,"38.8491667, 47.1983333"
Sochi International Airport,RU,URSS,Sochi,AER,"39.9566, 43.449902"
Astrakhan Airport,RU,URWA,Astrakhan,ASF,"48.0063018799, 46.2832984924"
Elista Airport,RU,URWI,Elista,ESL,"44.33089828491211, 46.3739013671875"
Volgograd International Airport,RU,URWW,Volgograd,VOG,"44.34550094604492, 48.782501220703125"
Williston Basin International Airport,US,KXWA,Williston,XWA,"-103.748797, 48.258387"
Chelyabinsk Balandino Airport,RU,USCC,Chelyabinsk,CEK,"61.5033, 55.305801"
Magnitogorsk International Airport,RU,USCM,Magnitogorsk,MQF,"58.755699157714844, 53.39310073852539"
Sabetta International Airport,RU,USDA,Sabetta,SBT,"72.052222, 71.219167"
Salekhard Airport,RU,USDD,Salekhard,SLY,"66.61100006103516, 66.5907974243164"
